SubTopicId,SubTopicWords,Count,Date,TopicId,Topic,TopicCategory
278,airport shuttle service fly transportation,743,4/25/2016,272,airport shuttle,shuttle
285,hold tax back ahead information set,2,4/25/2016,280,tax back,rates
300,hear miss bad back message bare,1843,4/25/2016,295,hard to hear,phone call
308,property availability check sold flexible,3257,4/25/2016,303,downtown property,hotel property
317,doubletree atlanta columbia hotel savannah,1147,4/25/2016,312,doubletree,hotel property
323,room change hold confirmation names separate,6239,4/25/2016,318,guest room,booking
352,rate tax best discount lower lowest,5661,4/25/2016,348,corporate rate,rates
357,request floor connect access handicap shower,1280,4/25/2016,354,room request,booking
361,conference attending set hold association education,1178,4/25/2016,358,conference block,event
368,confirmation email cancel rental future trip,4162,4/25/2016,365,rental confirmation,confirmation
375,moment transfer evening ahead certificate,4659,4/25/2016,373,hold a moment,phone call
382,ahead email confirmation verify file profile update,4383,4/25/2016,380,verify,confirmation
386,home north road drive highway exit,2699,4/25/2016,384,directions,directions
389,zip_code hold email confirmation gmail copy billing,3204,4/25/2016,387,confirm email,confirmation
392,confirmation arrival email local prior recap letter,3568,4/25/2016,390,confirm arrival,confirmation
395,charge credit_card pay require deposit debit,1739,4/25/2016,393,credit card charge,credit card
398,check morning early oclock,5945,4/25/2016,396,early/late check-in,check-in
405,downtown away close mile half closest,2446,4/25/2016,403,0,0
409,suites embassy reception order beverages alcoholic,832,4/25/2016,407,embassy suites,hotel property
412,meeting departing sales office spring,1470,4/25/2016,410,0,0
414,corporate business rate travel underneath raider,1573,4/25/2016,413,corporate rate,rates
418,discount rental national enterprise partner canadian alamo,1525,4/25/2016,417,rental car discount,automobile
422,parking package weekend fee valley,726,4/25/2016,421,parking package,automobile
428,family military active reunion,689,4/25/2016,427,military,rates
432,wedding party block room groom married,805,4/25/2016,431,wedding party,event
436,arrival quote stay hotel obligation extend review,1086,4/25/2016,435,0,0
9,queen bed room size saint_louis,3935,4/26/2016,4,queen bed,amenities
23,hotel directly website book site,3614,4/26/2016,18,book online,booking
30,adults child age check detroit,4405,4/26/2016,25,child age,rates
42,block wedding room party locker groom,1453,4/26/2016,37,wedding party,event
54,check home sweet suites homewood,3440,4/26/2016,49,early/late check-in,check-in
60,work living place crazy weather funny snow,1129,4/26/2016,55,craziness,family
68,points promotion book dollars money,1632,4/26/2016,63,points promotion,honor points
79,bedroom sweet room living studio sofa,2233,4/26/2016,74,suite,amenities
90,honors discount hilton member owners verify,4597,4/26/2016,85,rate discount,discounts
98,rate aaa triple discount military lower,2187,4/26/2016,93,AAA discount,discounts
118,confirmation tax nonsmoking file american_express visa,3592,4/26/2016,113,confirm cancellation,confirmation
133,double bed back room devil bad,2649,4/26/2016,128,double bed,amenities
150,breakfast included parking package,1701,4/26/2016,145,breakfast included,amenities
161,group room check rate cut seminar longer,2416,4/26/2016,156,group block,event
172,credit_card form authorization send fax org,617,4/26/2016,167,credit card authorization,credit card
184,next receive back listening cash vacation,6085,4/26/2016,179,cash back,discounts
195,beach front view ocean oceanfront balcony,555,4/26/2016,190,beach front view,amenities
206,cancel change confirmation email write modify,4655,4/26/2016,201,refundable cancellation,cancellation
220,government state rate federal rebate,864,4/26/2016,215,government rate,rates
231,free sign program points rewards,1671,4/26/2016,226,free wifi,amenities
242,tonight check evening room pass past,3269,4/26/2016,237,tonight,booking
252,inn hilton garden room concord,3144,4/26/2016,247,hilton garden inn,hotel property
266,email confirmation send zip_code gmail,4259,4/26/2016,261,confirm email,confirmation
277,airport shuttle transportation flying,969,4/26/2016,272,airport shuttle,shuttle
284,room book guess back type,4,4/26/2016,280,tax back,rates
291,access executive room premium handicap shower,846,4/26/2016,287,handicap access,amenities
299,hear better back miss barely disconnected face,1179,4/26/2016,295,hard to hear,phone call
307,property area sold left sister nearby,2737,4/26/2016,303,downtown property,hotel property
316,doubletree completely sold check diamond tree,1622,4/26/2016,312,doubletree,hotel property
322,room book guess type names separate kings,6003,4/26/2016,318,guest room,booking
329,ahead awesome grab start modifications,2652,4/26/2016,325,ahead,booking
336,hold credit_card minutes place wait,4390,4/26/2016,333,hold a moment,phone call
340,national enterprise telephone open partnered alamo,1604,4/26/2016,337,rental car,automobile
344,availability assist check happy flexible specific,2714,4/26/2016,341,availability,booking
351,rate corporate company best negotiated,4920,4/26/2016,348,corporate rate,rates
356,request room connect floor birthday,1421,4/26/2016,354,room request,booking
360,conference attending association american education,978,4/26/2016,358,conference block,event
364,tax total senior included cost,1507,4/26/2016,362,tax,rates
367,health rental offer confirmation trip cars,3121,4/26/2016,365,rental confirmation,confirmation
374,moment bear morning hospital spring,3722,4/26/2016,373,hold a moment,phone call
381,new profile update verify rain,1192,4/26/2016,380,verify,confirmation
385,north drive road east exit columbus highway,1862,4/26/2016,384,directions,directions
388,confirmation email wonderful yahoo aol provide,3587,4/26/2016,387,confirm email,confirmation
391,code arrival confirmation ready reunion prior zip_code,2086,4/26/2016,390,confirm arrival,confirmation
394,charge credit_card debit cancel restoration resin,860,4/26/2016,393,credit card charge,credit card
397,check morning early oclock late earlier,1840,4/26/2016,396,early/late check-in,check-in
404,close away mile half distance,2178,4/26/2016,403,0,0
408,suites embassy location evening reception los_angeles,1726,4/26/2016,407,embassy suites,hotel property
411,departing sales manager back approved,1364,4/26/2016,410,0,0
8,queen bed clean size,3928,4/27/2016,4,queen bed,amenities
17,pool water indoor basically certificate,550,4/27/2016,13,pool,amenities
22,hotel directly front_desk downtown san_diego,3280,4/27/2016,18,book online,booking
29,adults child tax age party,3652,4/27/2016,25,child age,rates
41,wedding party block married groom,538,4/27/2016,37,wedding party,event
53,check problem early oclock late,5426,4/27/2016,49,early/late check-in,check-in
59,work sounds daughter back funny crazy,2126,4/27/2016,55,craziness,family
67,points stay pay honors earn money password,2587,4/27/2016,63,points promotion,honor points
78,suites bedroom home sweet embassy kitchen,2807,4/27/2016,74,suite,amenities
89,discount rate honors member membership club,3493,4/27/2016,85,rate discount,discounts
97,aaa triple rate room play senior,869,4/27/2016,93,AAA discount,discounts
112,parking package chicago included clinic,560,4/27/2016,108,parking,automobile
117,confirmation email verify file profile update,3366,4/27/2016,113,confirm cancellation,confirmation
127,location quick real area boulevard,2620,4/27/2016,123,quick,hotel property
132,double bed tax single theater,2346,4/27/2016,128,double bed,amenities
149,breakfast included complimentary tax buffet,1374,4/27/2016,145,breakfast included,amenities
160,group code room rate cut expo,2231,4/27/2016,156,group block,event
171,credit_card pay form send authorization fax,1109,4/27/2016,167,credit card authorization,credit card
183,receive back next cash listening details,5293,4/27/2016,179,cash back,discounts
194,view beach front balcony oceanfront,651,4/27/2016,190,beach front view,amenities
205,change cancel rate back switch modify,2158,4/27/2016,201,refundable cancellation,cancellation
219,government rate military federal rebate,760,4/27/2016,215,government rate,rates
230,free sign charge program wifi,1480,4/27/2016,226,free wifi,amenities
241,tonight refundable tax minutes past pass,1614,4/27/2016,237,tonight,booking
251,hilton inn garden downtown little_rock,2641,4/27/2016,247,hilton garden inn,hotel property
265,confirmation email credit_card expiration zip_code gmail,3790,4/27/2016,261,confirm email,confirmation
276,airport shuttle service fly flight,814,4/27/2016,272,airport shuttle,shuttle
283,hilton stay drive wife place,2,4/27/2016,280,tax back,rates
290,room accommodate access handicap shower role,761,4/27/2016,287,handicap access,amenities
298,hear hang repeat reach barely,769,4/27/2016,295,hard to hear,phone call
306,property sold area downtown mile nearby,2596,4/27/2016,303,downtown property,hotel property
315,doubletree cancel guess los_angeles cisco shore,880,4/27/2016,312,doubletree,hotel property
321,room book guess left names,5520,4/27/2016,318,guest room,booking
328,ahead pull problem question awesome glad,3684,4/27/2016,325,ahead,booking
332,team school kids play tournament baseball basketball,908,4/27/2016,330,kids tournament,event
335,moment hold confirmation place remaining mail,4585,4/27/2016,333,hold a moment,phone call
339,special guess aware rent rewards opportunity,737,4/27/2016,337,rental car,automobile
343,availability check next based flexible columbia,2153,4/27/2016,341,availability,booking
347,floor executive elevator level,621,4/27/2016,345,floor request,amenities
350,rate corporate business company raider,2419,4/27/2016,348,corporate rate,rates
355,request room connect guarantee joining assign,1028,4/27/2016,354,room request,booking
359,conference block convention attending association,1350,4/27/2016,358,conference block,event
363,tax state total city grand,1834,4/27/2016,362,tax,rates
366,rental hilton prefer honors trip future,3230,4/27/2016,365,rental confirmation,confirmation
7,queen bed nonsmoking clean,4214,4/28/2016,4,queen bed,amenities
16,pool indoor fit area swimming outdoor,368,4/28/2016,13,pool,amenities
21,hotel book directly check realize,4729,4/28/2016,18,book online,booking
28,adults child evening age accommodate,4192,4/28/2016,25,child age,rates
36,dot confirmation email zip_code spell apple,2967,4/28/2016,33,confirm address,confirmation
40,wedding party room block married groom,642,4/28/2016,37,wedding party,event
48,military active information retired duty,506,4/28/2016,45,provide information,booking
52,check early late oclock,5844,4/28/2016,49,early/late check-in,check-in
58,boston work living water crazy tickets funny,832,4/28/2016,55,craziness,family
66,points promotion hilton earn dollars,3030,4/28/2016,63,points promotion,honor points
77,suites bedroom living room kitchen separate,2332,4/28/2016,74,suite,amenities
88,rate discount tax best club,5757,4/28/2016,85,rate discount,discounts
96,aaa triple discount tax membership,1030,4/28/2016,93,AAA discount,discounts
107,suites embassy premium sweet reception drinks,931,4/28/2016,104,embassy suites,hotel property
111,parking package vehicle fee valley,537,4/28/2016,108,parking,automobile
116,confirmation email cancel arrival file verify american_express,4012,4/28/2016,113,confirm cancellation,confirmation
122,property open apologize sister rye guard,1631,4/28/2016,119,property,hotel property
126,quick real close pull college fast,1415,4/28/2016,123,quick,hotel property
131,double bed room bad sofa size,4857,4/28/2016,128,double bed,amenities
148,breakfast included tax hot buffet,1578,4/28/2016,145,breakfast included,amenities
159,group block room set cut contract,2931,4/28/2016,156,group block,event
170,credit_card pay email send form authorization fax,1545,4/28/2016,167,credit card authorization,credit card
178,location south east find map field,1794,4/28/2016,175,directions,directions
182,back next receive listening cash vacation,5622,4/28/2016,179,cash back,discounts
193,view beach front ocean oceanfront,508,4/28/2016,190,beach front view,amenities
204,change cancel total charge executive advance deposit,2534,4/28/2016,201,refundable cancellation,cancellation
211,hold miss back credit_card music continue,4842,4/28/2016,208,credit card hold,credit card
218,government state rate federal rebate,759,4/28/2016,215,government rate,rates
229,free program sign honors rewards,1478,4/28/2016,226,free wifi,amenities
240,tonight room tax refundable past evening,2320,4/28/2016,237,tonight,booking
250,hilton inn garden town boulevard,3354,4/28/2016,247,hilton garden inn,hotel property
264,confirmation email expiration details future ready,3924,4/28/2016,261,confirm email,confirmation
275,airport shuttle service flying flight,821,4/28/2016,272,airport shuttle,shuttle
282,back tax member hilton offer,3,4/28/2016,280,tax back,rates
289,room access shower handicap excess,485,4/28/2016,287,handicap access,amenities
294,room refrigerator microwave square fridge,746,4/28/2016,292,refrigerator,amenities
297,hear hard repeat break due,1266,4/28/2016,295,hard to hear,phone call
305,downtown area north away mile half convention_center,2213,4/28/2016,303,downtown property,hotel property
311,request floor away excellent elevator,1092,4/28/2016,309,floor request,amenities
314,doubletree hotel building buy norfolk pittsburgh albuquerque,729,4/28/2016,312,doubletree,hotel property
320,room confirmation separate email names individual,3939,4/28/2016,318,guest room,booking
327,ahead set send confirmation grab,3826,4/28/2016,325,ahead,booking
331,family kids room school tournament reunion,1261,4/28/2016,330,kids tournament,event
334,moment check bowling changeable bloomington,2491,4/28/2016,333,hold a moment,phone call
338,assist national quote specialist enterprise,2380,4/28/2016,337,rental car,automobile
342,sold availability room check completely filled,2285,4/28/2016,341,availability,booking
346,room hotel floor harbor ground briefly baltimore,355,4/28/2016,345,floor request,amenities
349,corporate business rate company leisure,2055,4/28/2016,348,corporate rate,rates
3,change verify file confirmation profile,1687,4/29/2016,1,verify honors,confirmation
6,room queen bed clean join size,1818,4/29/2016,4,queen bed,amenities
15,pool kids pull indoor fast,403,4/29/2016,13,pool,amenities
20,book online hotel website match,1331,4/29/2016,18,book online,booking
27,adults child check room age member,3066,4/29/2016,25,child age,rates
35,email confirmation send credit_card gmail zip_code,2199,4/29/2016,33,confirm address,confirmation
39,wedding party family room reunion married,571,4/29/2016,37,wedding party,event
47,moment pull information provide verizon,1187,4/29/2016,45,provide information,booking
51,check oclock early late noon,2052,4/29/2016,49,early/late check-in,check-in
57,back house stuff next renovated lexington pictures build,127,4/29/2016,55,craziness,family
65,points stay dollars earn spend,1384,4/29/2016,63,points promotion,honor points
76,bedroom sweet bed studio sofa,1338,4/29/2016,74,suite,amenities
87,rate best tax corporate lower,2929,4/29/2016,85,rate discount,discounts
95,aaa discount triple check membership,1150,4/29/2016,93,AAA discount,discounts
106,suites embassy home hotel reception concord,1088,4/29/2016,104,embassy suites,hotel property
110,parking stay valet charge garage vehicle,234,4/29/2016,108,parking,automobile
115,cancel arrival confirmation policy midnight,2356,4/29/2016,113,confirm cancellation,confirmation
121,property area sister specialist chattanooga mountain guard,896,4/29/2016,119,property,hotel property
125,quick real back stay minnesota albuquerque,587,4/29/2016,123,quick,hotel property
130,double bed tax room renew philadelphia,1612,4/29/2016,128,double bed,amenities
141,friends pet fee dog,224,4/29/2016,139,pets,pets
144,room check left smoking tub,2344,4/29/2016,142,room,amenities
147,breakfast included package tax buffet,931,4/29/2016,145,breakfast included,amenities
158,group room convention code cut,916,4/29/2016,156,group block,event
169,pay charge credit_card room deposit form,1020,4/29/2016,167,credit card authorization,credit card
177,south north east directly exit,798,4/29/2016,175,directions,directions
181,receive back next away cash range listening,2990,4/29/2016,179,cash back,discounts
192,view beach ocean front oceanfront,294,4/29/2016,190,beach front view,amenities
203,total purchase advance refundable,301,4/29/2016,201,refundable cancellation,cancellation
210,hold moment back minutes present,3210,4/29/2016,208,credit card hold,credit card
214,pleasure load owners ration finish,806,4/29/2016,212,0,0
217,government military state rate federal retired,370,4/29/2016,215,government rate,rates
228,free program hilton wifi enroll,661,4/29/2016,226,free wifi,amenities
239,tonight tax open check missouri vacancy,1412,4/29/2016,237,tonight,booking
249,hilton inn garden tax jfk,1888,4/29/2016,247,hilton garden inn,hotel property
260,rental prefer trip quote,1440,4/29/2016,258,rental,automobile
263,confirmation ready email expiration telephone yahoo write,1857,4/29/2016,261,confirm email,confirmation
274,airport shuttle hotel service flying flight,515,4/29/2016,272,airport shuttle,shuttle
288,handicap shower bed work north_carolina excess,398,4/29/2016,287,handicap access,amenities
293,refrigerator tax room microwave whirlpool fridge,333,4/29/2016,292,refrigerator,amenities
296,hear bad hard back rock barely,551,4/29/2016,295,hard to hear,phone call
304,downtown area check sold convention_center mile indianapolis,914,4/29/2016,303,downtown property,hotel property
310,floor request executive senior elevator,446,4/29/2016,309,floor request,amenities
313,doubletree balcony hotel tax new_orleans tree,421,4/29/2016,312,doubletree,hotel property
319,room additional guest guess names rights,569,4/29/2016,318,guest room,booking
326,ahead room information care modify apologize,1445,4/29/2016,325,ahead,booking
2,verify honors file end profile loyalty,1773,4/30/2016,1,verify honors,confirmation
5,queen clean family bed refrigerator microwave,1271,4/30/2016,4,queen bed,amenities
14,kids pool full kitchen indoor,440,4/30/2016,13,pool,amenities
19,book online directly website,1394,4/30/2016,18,book online,booking
26,adults child tax bed nonsmoking,2968,4/30/2016,25,child age,rates
34,zip_code email street confirmation mail spell gmail,1506,4/30/2016,33,confirm address,confirmation
38,wedding block party room groom,570,4/30/2016,37,wedding party,event
46,moment provide information confirmation major specialist truck,306,4/30/2016,45,provide information,booking
50,check hotel noon late boulevard records,3064,4/30/2016,49,early/late check-in,check-in
56,living school texas hotel london track,241,4/30/2016,55,craziness,family
64,points stay dollars transfer spend upgrade,1757,4/30/2016,63,points promotion,honor points
75,bedroom sweet suite living studio separate,1232,4/30/2016,74,suite,amenities
86,rate best tax senior lower,2709,4/30/2016,85,rate discount,discounts
94,aaa triple better cheaper,717,4/30/2016,93,AAA discount,discounts
105,suite home embassy sweet homewood,978,4/30/2016,104,embassy suites,hotel property
109,parking included package fly vehicle valet,254,4/30/2016,108,parking,automobile
114,confirmation email arrival cancel prior net,2191,4/30/2016,113,confirm cancellation,confirmation
120,property area close closest,1226,4/30/2016,119,property,hotel property
124,quick open real stay fast,1051,4/30/2016,123,quick,hotel property
129,double bed tax standard lock,1091,4/30/2016,128,double bed,amenities
140,friends pet dog pounds charleston,290,4/30/2016,139,pets,pets
143,room left bed type kings,3159,4/30/2016,142,room,
146,breakfast included executive restaurant buffet,841,4/30/2016,145,breakfast included,amenities
157,group block conference room sales,1433,4/30/2016,156,group block,event
168,credit_card email pay confirmation form authorization names,534,4/30/2016,167,credit card authorization,credit card
176,drive road north side exit,957,4/30/2016,175,directions,directions
180,next back cash listening arrange,3059,4/30/2016,179,cash back,discounts
191,view ocean front balcony partial,280,4/30/2016,190,beach front view,amenities
202,purchase advance refundable pay coupon,240,4/30/2016,201,refundable cancellation,cancellation
209,hold credit_card charge pay blue,2414,4/30/2016,208,credit card hold,credit card
213,special set event chance message ration patience,887,4/30/2016,212,0,0
216,government state federal employee port,369,4/30/2016,215,government rate,rates
227,glad hilton finally honors simply big,296,4/30/2016,226,free wifi,amenities
238,tonight university tax past pass,985,4/30/2016,237,tonight,booking
248,hilton inn garden hotel springfield,1918,4/30/2016,247,hilton garden inn,hotel property
259,rental stay prefer hilton enjoy modify,1679,4/30/2016,258,rental,automobile
262,ahead confirmation email expiration finish,1834,4/30/2016,261,confirm email,confirmation
273,airport shuttle hotel pick international boston,501,4/30/2016,272,airport shuttle,shuttle
281,tax back member stay,14,4/30/2016,280,tax back,rates
